"City","GEOID","Collisions","TotalInjuries","TotalDeaths","TotalCasualties"
"NYC",36047152200,515,176,0,176
"NYC",36061000201,135,51,0,51
"NYC",36061000202,329,77,2,79
"NYC",36061000500,105,42,0,42
"NYC",36061000600,441,124,1,125
"NYC",36061000700,740,106,0,106
"NYC",36061000800,1020,252,0,252
"NYC",36061000900,727,127,1,128
"NYC",36061001001,356,121,4,125
"NYC",36061001002,474,158,0,158
"NYC",36061001200,283,60,0,60
"NYC",36061001300,1193,185,0,185
"NYC",36061001401,191,60,0,60
"NYC",36061001402,718,199,1,200
"NYC",36061001501,1162,246,0,246
"NYC",36061001502,705,111,0,111
"NYC",36061001600,1064,203,1,204
"NYC",36061001800,2312,460,1,461
"NYC",36061002000,391,115,0,115
"NYC",36061002100,1261,247,0,247
"NYC",36061002201,341,100,1,101
"NYC",36061002202,251,107,2,109
"NYC",36061002400,166,70,0,70
"NYC",36061002500,574,160,0,160
"NYC",36061002601,211,52,0,52
"NYC",36061002602,255,58,0,58
"NYC",36061002700,438,56,0,56
"NYC",36061002800,227,50,0,50
"NYC",36061002900,1606,220,3,223
"NYC",36061003001,666,159,0,159
"NYC",36061003002,574,95,0,95
"NYC",36061003100,1323,198,0,198
"NYC",36061003200,940,257,0,257
"NYC",36061003300,2385,320,4,324
"NYC",36061003400,843,203,0,203
"NYC",36061003601,488,118,0,118
"NYC",36061003602,484,63,0,63
"NYC",36061003700,1858,314,0,314
"NYC",36061003800,907,165,2,167
"NYC",36061003900,1026,176,0,176
"NYC",36061004000,711,174,1,175
"NYC",36061004100,2229,290,2,292
"NYC",36061004200,475,110,0,110
"NYC",36061004300,1122,176,1,177
"NYC",36061004400,745,217,1,218
"NYC",36061004500,1324,166,1,167
"NYC",36061004700,912,128,0,128
"NYC",36061004800,742,153,0,153
"NYC",36061004900,912,182,1,183
"NYC",36061005000,796,142,1,143
"NYC",36061005200,1010,215,2,217
"NYC",36061005400,744,169,0,169
"NYC",36061005501,270,81,0,81
"NYC",36061005502,1043,187,0,187
"NYC",36061005600,1123,264,2,266
"NYC",36061005700,405,100,0,100
"NYC",36061005800,837,158,0,158
"NYC",36061005900,348,67,0,67
"NYC",36061006000,556,123,1,124
"NYC",36061006100,1045,188,0,188
"NYC",36061006200,1272,355,1,356
"NYC",36061006300,352,68,0,68
"NYC",36061006400,1032,204,0,204
"NYC",36061006500,619,80,0,80
"NYC",36061006600,735,182,2,184
"NYC",36061006700,836,126,0,126
"NYC",36061006800,1270,301,2,303
"NYC",36061006900,634,116,8,124
"NYC",36061007000,872,141,0,141
"NYC",36061007100,973,176,1,177
"NYC",36061007200,1666,388,1,389
"NYC",36061007300,542,104,0,104
"NYC",36061007400,1016,199,0,199
"NYC",36061007500,401,61,0,61
"NYC",36061007600,1500,248,1,249
"NYC",36061007700,745,101,0,101
"NYC",36061007800,2131,283,0,283
"NYC",36061007900,897,123,0,123
"NYC",36061008000,1959,283,0,283
"NYC",36061008100,730,124,0,124
"NYC",36061008200,1164,164,3,167
"NYC",36061008300,968,84,1,85
"NYC",36061008400,1703,248,2,250
"NYC",36061008601,952,229,0,229
"NYC",36061008602,365,86,1,87
"NYC",36061008603,362,85,0,85
"NYC",36061008700,892,153,1,154
"NYC",36061008800,1101,182,0,182
"NYC",36061008900,595,76,0,76
"NYC",36061009000,836,150,1,151
"NYC",36061009100,1185,223,1,224
"NYC",36061009200,1958,268,1,269
"NYC",36061009300,859,120,2,122
"NYC",36061009400,938,134,1,135
"NYC",36061009500,858,136,1,137
"NYC",36061009600,1437,200,0,200
"NYC",36061009700,549,86,1,87
"NYC",36061009800,999,178,0,178
"NYC",36061009900,4176,445,4,449
"NYC",36061010000,1688,215,0,215
"NYC",36061010100,1872,206,1,207
"NYC",36061010200,1654,193,1,194
"NYC",36061010300,1251,129,0,129
"NYC",36061010400,777,67,0,67
"NYC",36061010601,545,113,4,117
"NYC",36061010602,2027,308,0,308
"NYC",36061010800,2178,306,2,308
"NYC",36061010900,1886,294,0,294
"NYC",36061011000,2471,270,1,271
"NYC",36061011100,1492,164,1,165
"NYC",36061011201,1080,133,0,133
"NYC",36061011202,1033,99,1,100
"NYC",36061011203,1201,180,0,180
"NYC",36061011300,1617,298,1,299
"NYC",36061011401,761,103,1,104
"NYC",36061011402,699,108,3,111
"NYC",36061011500,3550,367,1,368
"NYC",36061011600,1003,186,2,188
"NYC",36061011700,1808,150,2,152
"NYC",36061011800,929,93,0,93
"NYC",36061011900,1524,170,0,170
"NYC",36061012000,883,138,2,140
"NYC",36061012100,1275,157,0,157
"NYC",36061012200,694,95,0,95
"NYC",36061012400,947,125,0,125
"NYC",36061012500,2124,192,0,192
"NYC",36061012600,832,109,0,109
"NYC",36061012700,1018,131,0,131
"NYC",36061012800,779,102,1,103
"NYC",36061012900,2336,304,1,305
"NYC",36061013000,689,82,0,82
"NYC",36061013100,1332,140,2,142
"NYC",36061013200,1083,249,3,252
"NYC",36061013300,729,86,0,86
"NYC",36061013400,995,135,0,135
"NYC",36061013500,1741,292,2,294
"NYC",36061013600,600,129,1,130
"NYC",36061013700,1990,245,2,247
"NYC",36061013800,779,105,1,106
"NYC",36061013900,1070,167,0,167
"NYC",36061014000,905,105,2,107
"NYC",36061014200,576,99,2,101
"NYC",36061014300,2590,465,3,468
"NYC",36061014401,202,41,1,42
"NYC",36061014402,424,90,0,90
"NYC",36061014500,1102,174,1,175
"NYC",36061014601,379,57,0,57
"NYC",36061014602,277,43,0,43
"NYC",36061014700,178,24,0,24
"NYC",36061014801,539,84,0,84
"NYC",36061014802,595,94,0,94
"NYC",36061014900,705,119,0,119
"NYC",36061015001,254,55,0,55
"NYC",36061015002,271,30,0,30
"NYC",36061015100,632,113,1,114
"NYC",36061015200,708,153,0,153
"NYC",36061015300,699,98,1,99
"NYC",36061015400,571,103,3,106
"NYC",36061015500,403,58,0,58
"NYC",36061015601,354,47,0,47
"NYC",36061015602,688,76,0,76
"NYC",36061015700,640,86,0,86
"NYC",36061015801,609,102,2,104
"NYC",36061015802,185,23,0,23
"NYC",36061015900,620,88,1,89
"NYC",36061016001,601,96,1,97
"NYC",36061016002,287,20,1,21
"NYC",36061016100,440,50,0,50
"NYC",36061016200,1840,438,2,440
"NYC",36061016300,908,199,3,202
"NYC",36061016400,518,105,1,106
"NYC",36061016500,753,77,0,77
"NYC",36061016600,659,113,2,115
"NYC",36061016700,903,155,0,155
"NYC",36061016800,581,91,0,91
"NYC",36061016900,564,82,0,82
"NYC",36061017000,375,82,0,82
"NYC",36061017100,604,138,0,138
"NYC",36061017200,830,225,3,228
"NYC",36061017300,371,48,0,48
"NYC",36061017401,281,66,0,66
"NYC",36061017402,226,66,0,66
"NYC",36061017500,491,78,1,79
"NYC",36061017700,324,57,0,57
"NYC",36061017800,587,138,0,138
"NYC",36061017900,567,101,2,103
"NYC",36061018000,584,132,0,132
"NYC",36061018100,420,91,1,92
"NYC",36061018200,639,206,0,206
"NYC",36061018300,1300,257,7,264
"NYC",36061018400,419,151,2,153
"NYC",36061018500,73,23,0,23
"NYC",36061018600,151,41,0,41
"NYC",36061018700,560,117,0,117
"NYC",36061018800,693,203,3,206
"NYC",36061018900,404,89,0,89
"NYC",36061019000,243,61,0,61
"NYC",36061019100,404,94,0,94
"NYC",36061019200,793,199,1,200
"NYC",36061019300,462,124,2,126
"NYC",36061019400,663,163,0,163
"NYC",36061019500,457,94,1,95
"NYC",36061019600,1168,320,1,321
"NYC",36061019701,261,66,1,67
"NYC",36061019702,127,27,0,27
"NYC",36061019800,726,225,1,226
"NYC",36061019900,409,73,2,75
"NYC",36061020000,222,53,0,53
"NYC",36061020101,118,21,0,21
"NYC",36061020102,299,91,0,91
"NYC",36061020300,227,45,0,45
"NYC",36061020500,391,105,0,105
"NYC",36061020600,537,179,0,179
"NYC",36061020701,75,12,0,12
"NYC",36061020800,373,77,0,77
"NYC",36061020901,371,100,1,101
"NYC",36061021000,615,171,2,173
"NYC",36061021100,625,164,0,164
"NYC",36061021200,641,193,2,195
"NYC",36061021303,377,57,0,57
"NYC",36061021400,321,84,0,84
"NYC",36061021500,219,74,2,76
"NYC",36061021600,375,113,0,113
"NYC",36061021703,306,84,0,84
"NYC",36061021800,610,187,1,188
"NYC",36061021900,1374,307,1,308
"NYC",36061022000,358,105,1,106
"NYC",36061022102,235,81,0,81
"NYC",36061022200,927,287,1,288
"NYC",36061022301,425,149,1,150
"NYC",36061022302,173,20,0,20
"NYC",36061022400,591,155,0,155
"NYC",36061022500,530,101,0,101
"NYC",36061022600,384,85,1,86
"NYC",36061022700,445,87,0,87
"NYC",36061022800,605,146,0,146
"NYC",36061022900,580,161,0,161
"NYC",36061023000,561,120,1,121
"NYC",36061023100,325,71,0,71
"NYC",36061023200,753,211,0,211
"NYC",36061023300,632,116,0,116
"NYC",36061023400,248,58,0,58
"NYC",36061023501,326,91,0,91
"NYC",36061023502,113,37,0,37
"NYC",36061023600,505,124,1,125
"NYC",36061023700,699,170,1,171
"NYC",36061023801,5,2,0,2
"NYC",36061023802,11,1,0,1
"NYC",36061023900,152,36,0,36
"NYC",36061024000,774,159,0,159
"NYC",36061024100,552,135,1,136
"NYC",36061024200,2543,477,2,479
"NYC",36061024301,166,43,0,43
"NYC",36061024302,525,134,1,135
"NYC",36061024500,786,192,1,193
"NYC",36061024700,501,101,0,101
"NYC",36061024900,85,9,0,9
"NYC",36061025100,711,164,1,165
"NYC",36061025300,416,104,0,104
"NYC",36061025500,1088,178,0,178
"NYC",36061025700,599,156,0,156
"NYC",36061025900,366,86,0,86
"NYC",36061026100,507,104,1,105
"NYC",36061026300,515,100,0,100
"NYC",36061026500,869,139,1,140
"NYC",36061026700,58,8,0,8
"NYC",36061026900,773,210,0,210
"NYC",36061027100,819,218,0,218
"NYC",36061027300,249,31,0,31
"NYC",36061027500,178,43,0,43
"NYC",36061027700,282,54,1,55
"NYC",36061027900,383,71,0,71
"NYC",36061028100,57,15,0,15
"NYC",36061028300,368,69,0,69
"NYC",36061028500,359,89,0,89
"NYC",36061028700,614,140,1,141
"NYC",36061029100,396,117,1,118
"NYC",36061029300,906,237,0,237
"NYC",36061029500,345,61,0,61
"NYC",36061029700,295,64,0,64
"NYC",36061029900,832,178,0,178
"NYC",36061030300,316,47,0,47
"NYC",36061030700,131,13,0,13
"NYC",36061030900,401,96,1,97
"NYC",36061031100,1094,245,2,247
"NYC",36061031703,893,182,1,183
"NYC",36061031704,1030,141,2,143
"NYC",36061031900,251,83,0,83
"NYC",36081000100,1165,246,0,246
"NYC",36081000200,130,24,0,24
"NYC",36081000400,296,55,0,55
"NYC",36081000600,218,64,0,64
"NYC",36081000700,1159,223,0,223
"NYC",36081000800,241,46,2,48
"NYC",36081001000,163,39,0,39
"NYC",36081001200,294,72,1,73
"NYC",36081001400,394,112,0,112
"NYC",36081001600,166,46,0,46
"NYC",36081001800,355,107,1,108
"NYC",36081001900,1454,295,0,295
"NYC",36081002000,365,134,1,135
"NYC",36081002200,353,113,3,116
"NYC",36081002400,117,32,0,32
"NYC",36081002500,282,66,3,69
"NYC",36081002600,127,33,0,33
"NYC",36081002800,322,86,0,86
"NYC",36081003000,70,28,0,28
"NYC",36081003100,454,104,1,105
"NYC",36081003200,249,54,0,54
"NYC",36081003300,1788,357,1,358
"NYC",36081003400,365,124,1,125
"NYC",36081003600,173,47,0,47
"NYC",36081003700,181,54,1,55
"NYC",36081003800,314,109,0,109
"NYC",36081003900,164,38,0,38
"NYC",36081004001,382,132,1,133
"NYC",36081004002,594,139,0,139
"NYC",36081004200,229,52,0,52
"NYC",36081004300,288,77,2,79
"NYC",36081004401,337,182,1,183
"NYC",36081004500,260,80,0,80
"NYC",36081004700,293,96,0,96
"NYC",36081005000,31,10,0,10
"NYC",36081005100,356,80,0,80
"NYC",36081005200,136,54,0,54
"NYC",36081005300,307,114,2,116
"NYC",36081005400,549,175,1,176
"NYC",36081005500,385,53,0,53
"NYC",36081005700,361,98,0,98
"NYC",36081005800,330,99,0,99
"NYC",36081005900,576,148,1,149
"NYC",36081006100,210,69,0,69
"NYC",36081006201,370,128,0,128
"NYC",36081006202,691,245,1,246
"NYC",36081006300,549,162,0,162
"NYC",36081006501,145,31,0,31
"NYC",36081006502,271,62,0,62
"NYC",36081006900,494,85,0,85
"NYC",36081007100,579,134,0,134
"NYC",36081007300,194,30,0,30
"NYC",36081007500,204,49,0,49
"NYC",36081007700,269,74,0,74
"NYC",36081007900,221,57,0,57
"NYC",36081008100,105,14,0,14
"NYC",36081008300,378,74,0,74
"NYC",36081008500,205,53,2,55
"NYC",36081008600,575,161,1,162
"NYC",36081008700,85,15,0,15
"NYC",36081008800,732,204,1,205
"NYC",36081009100,84,13,0,13
"NYC",36081009400,288,71,0,71
"NYC",36081009500,132,24,0,24
"NYC",36081009600,229,71,0,71
"NYC",36081009700,144,20,0,20
"NYC",36081009800,304,78,0,78
"NYC",36081009900,78,8,0,8
"NYC",36081010000,311,96,2,98
"NYC",36081010100,148,71,0,71
"NYC",36081010200,217,59,0,59
"NYC",36081010300,182,41,1,42
"NYC",36081010400,254,73,0,73
"NYC",36081010500,100,20,0,20
"NYC",36081010600,423,137,0,137
"NYC",36081010701,52,12,6,18
"NYC",36081010800,230,54,0,54
"NYC",36081011000,121,43,0,43
"NYC",36081011100,127,36,0,36
"NYC",36081011200,297,73,0,73
"NYC",36081011300,174,36,0,36
"NYC",36081011400,155,29,0,29
"NYC",36081011500,398,77,1,78
"NYC",36081011600,134,41,0,41
"NYC",36081011700,378,91,0,91
"NYC",36081011800,252,67,0,67
"NYC",36081011900,108,26,0,26
"NYC",36081012000,236,57,1,58
"NYC",36081012100,124,35,0,35
"NYC",36081012200,455,134,0,134
"NYC",36081012301,443,90,0,90
"NYC",36081012400,468,130,0,130
"NYC",36081012500,953,217,3,220
"NYC",36081012601,158,58,1,59
"NYC",36081012602,171,35,0,35
"NYC",36081012800,184,41,0,41
"NYC",36081013000,172,45,0,45
"NYC",36081013200,215,52,0,52
"NYC",36081013400,333,48,0,48
"NYC",36081013500,54,11,0,11
"NYC",36081013600,123,23,0,23
"NYC",36081013700,1089,349,3,352
"NYC",36081013800,94,15,0,15
"NYC",36081014000,327,59,1,60
"NYC",36081014100,201,63,0,63
"NYC",36081014201,260,73,1,74
"NYC",36081014202,955,233,3,236
"NYC",36081014300,378,88,1,89
"NYC",36081014400,336,91,0,91
"NYC",36081014500,158,36,0,36
"NYC",36081014700,244,44,0,44
"NYC",36081014800,104,26,0,26
"NYC",36081014900,135,25,0,25
"NYC",36081015000,187,62,0,62
"NYC",36081015100,60,15,0,15
"NYC",36081015200,198,37,0,37
"NYC",36081015300,158,36,0,36
"NYC",36081015400,276,49,0,49
"NYC",36081015500,651,149,0,149
"NYC",36081015600,253,80,0,80
"NYC",36081015700,487,169,0,169
"NYC",36081015801,509,123,0,123
"NYC",36081015802,512,136,2,138
"NYC",36081015900,387,96,0,96
"NYC",36081016100,234,62,0,62
"NYC",36081016300,277,93,0,93
"NYC",36081016400,131,44,0,44
"NYC",36081016600,388,135,1,136
"NYC",36081016800,217,82,0,82
"NYC",36081016900,180,52,0,52
"NYC",36081017000,151,43,0,43
"NYC",36081017100,1163,302,2,304
"NYC",36081017200,254,112,0,112
"NYC",36081017400,177,68,2,70
"NYC",36081017600,153,53,0,53
"NYC",36081017800,177,50,0,50
"NYC",36081017900,1994,421,4,425
"NYC",36081018000,134,34,0,34
"NYC",36081018101,166,41,0,41
"NYC",36081018102,197,47,0,47
"NYC",36081018200,474,178,1,179
"NYC",36081018300,524,149,2,151
"NYC",36081018401,172,40,1,41
"NYC",36081018402,241,76,0,76
"NYC",36081018501,152,58,0,58
"NYC",36081018502,89,26,0,26
"NYC",36081018600,174,83,0,83
"NYC",36081018700,441,115,0,115
"NYC",36081018800,147,62,0,62
"NYC",36081018900,467,104,0,104
"NYC",36081019000,289,116,0,116
"NYC",36081019200,238,101,1,102
"NYC",36081019400,559,173,0,173
"NYC",36081019600,242,80,0,80
"NYC",36081019800,260,97,0,97
"NYC",36081019900,3248,749,4,753
"NYC",36081020200,398,109,0,109
"NYC",36081020400,354,140,0,140
"NYC",36081020500,613,146,2,148
"NYC",36081020600,618,203,0,203
"NYC",36081020800,1390,355,3,358
"NYC",36081021200,1029,254,0,254
"NYC",36081021400,1583,406,0,406
"NYC",36081021600,860,180,4,184
"NYC",36081021900,791,154,0,154
"NYC",36081022001,815,186,0,186
"NYC",36081022002,496,134,1,135
"NYC",36081022900,1071,291,5,296
"NYC",36081023000,143,26,0,26
"NYC",36081023200,214,38,0,38
"NYC",36081023500,523,126,1,127
"NYC",36081023600,526,156,0,156
"NYC",36081023800,339,97,0,97
"NYC",36081024000,762,192,0,192
"NYC",36081024300,977,284,1,285
"NYC",36081024500,213,49,0,49
"NYC",36081024600,522,215,1,216
"NYC",36081024700,372,144,0,144
"NYC",36081024900,330,110,0,110
"NYC",36081025100,488,153,2,155
"NYC",36081025301,377,105,0,105
"NYC",36081025302,250,75,0,75
"NYC",36081025400,601,154,0,154
"NYC",36081025500,518,156,0,156
"NYC",36081025700,279,88,1,89
"NYC",36081025800,209,105,0,105
"NYC",36081025900,304,113,0,113
"NYC",36081026000,171,73,0,73
"NYC",36081026100,396,91,1,92
"NYC",36081026200,143,74,0,74
"NYC",36081026300,527,146,0,146
"NYC",36081026400,150,98,0,98
"NYC",36081026500,379,95,1,96
"NYC",36081026600,232,98,0,98
"NYC",36081026700,540,135,3,138
"NYC",36081026901,305,88,0,88
"NYC",36081026902,173,39,0,39
"NYC",36081027000,174,93,0,93
"NYC",36081027100,210,49,0,49
"NYC",36081027200,170,55,0,55
"NYC",36081027300,615,188,0,188
"NYC",36081027400,168,59,0,59
"NYC",36081027500,425,117,2,119
"NYC",36081027600,207,79,1,80
"NYC",36081027700,348,100,2,102
"NYC",36081027800,168,78,1,79
"NYC",36081027900,370,96,0,96
"NYC",36081028000,236,88,0,88
"NYC",36081028100,499,126,2,128
"NYC",36081028200,262,93,1,94
"NYC",36081028300,681,148,0,148
"NYC",36081028400,293,87,0,87
"NYC",36081028500,376,98,0,98
"NYC",36081028700,536,116,1,117
"NYC",36081028800,544,220,0,220
"NYC",36081028900,377,66,1,67
"NYC",36081029100,1014,229,0,229
"NYC",36081029300,322,82,0,82
"NYC",36081029400,1128,367,3,370
"NYC",36081029500,230,94,0,94
"NYC",36081029700,649,147,1,148
"NYC",36081029900,81,27,0,27
"NYC",36081030600,3679,1172,10,1182
"NYC",36081030902,529,145,0,145
"NYC",36081030903,561,157,0,157
"NYC",36081030904,680,207,2,209
"NYC",36081031700,1283,352,0,352
"NYC",36081032000,2570,854,5,859
"NYC",36081032700,184,70,0,70
"NYC",36081032800,289,99,0,99
"NYC",36081032900,555,162,0,162
"NYC",36081033000,775,232,1,233
"NYC",36081033100,378,130,2,132
"NYC",36081033401,474,163,0,163
"NYC",36081033402,570,157,1,158
"NYC",36081033700,143,58,0,58
"NYC",36081033900,249,61,0,61
"NYC",36081034700,1337,362,2,364
"NYC",36081035100,241,98,0,98
"NYC",36081035200,575,162,0,162
"NYC",36081035300,231,91,0,91
"NYC",36081035700,661,161,1,162
"NYC",36081035800,404,111,0,111
"NYC",36081036100,218,77,0,77
"NYC",36081036300,265,84,0,84
"NYC",36081036500,205,42,0,42
"NYC",36081036600,670,228,2,230
"NYC",36081036700,190,38,1,39
"NYC",36081036800,170,47,1,48
"NYC",36081037100,365,117,1,118
"NYC",36081037300,583,178,0,178
"NYC",36081037500,424,136,3,139
"NYC",36081037600,378,157,0,157
"NYC",36081037700,237,67,0,67
"NYC",36081037900,484,154,1,155
"NYC",36081038100,600,182,1,183
"NYC",36081038301,669,227,3,230
"NYC",36081038302,6553,1919,10,1929
"NYC",36081038400,299,136,0,136
"NYC",36081039400,278,91,1,92
"NYC",36081039800,201,65,0,65
"NYC",36081039900,374,102,2,104
"NYC",36081040000,178,76,0,76
"NYC",36081040100,345,128,0,128
"NYC",36081040200,132,84,0,84
"NYC",36081040300,287,93,0,93
"NYC",36081040400,283,134,0,134
"NYC",36081040500,296,81,1,82
"NYC",36081040700,269,91,0,91
"NYC",36081040900,224,61,0,61
"NYC",36081041100,197,47,1,48
"NYC",36081041300,194,64,0,64
"NYC",36081041400,212,82,0,82
"NYC",36081041500,220,42,0,42
"NYC",36081042400,203,97,0,97
"NYC",36081042600,103,30,0,30
"NYC",36081042700,152,47,0,47
"NYC",36081043200,199,92,0,92
"NYC",36081043400,114,53,0,53
"NYC",36081043701,363,75,0,75
"NYC",36081043702,251,51,0,51
"NYC",36081043900,286,67,0,67
"NYC",36081044000,344,93,0,93
"NYC",36081044301,211,49,0,49
"NYC",36081044302,251,54,1,55
"NYC",36081044400,1201,388,1,389
"NYC",36081044601,645,187,0,187
"NYC",36081044602,516,132,0,132
"NYC",36081044800,91,15,0,15
"NYC",36081045000,202,46,0,46
"NYC",36081045200,245,75,1,76
"NYC",36081045400,500,126,1,127
"NYC",36081045500,246,44,0,44
"NYC",36081045600,304,83,3,86
"NYC",36081045700,129,36,0,36
"NYC",36081045800,245,57,0,57
"NYC",36081045900,150,30,0,30
"NYC",36081046000,746,195,2,197
"NYC",36081046100,219,44,0,44
"NYC",36081046200,301,74,0,74
"NYC",36081046300,192,49,0,49
"NYC",36081046400,208,82,0,82
"NYC",36081046500,248,45,0,45
"NYC",36081046600,545,140,1,141
"NYC",36081046700,232,65,0,65
"NYC",36081046800,295,58,1,59
"NYC",36081046900,308,67,0,67
"NYC",36081047000,317,105,0,105
"NYC",36081047100,198,47,0,47
"NYC",36081047200,471,148,4,152
"NYC",36081047300,806,185,2,187
"NYC",36081047500,254,51,0,51
"NYC",36081047600,461,132,1,133
"NYC",36081047800,651,165,0,165
"NYC",36081047900,405,79,1,80
"NYC",36081048000,364,105,0,105
"NYC",36081048100,203,42,0,42
"NYC",36081048200,206,59,0,59
"NYC",36081048300,237,54,0,54
"NYC",36081048400,356,110,0,110
"NYC",36081048500,282,55,0,55
"NYC",36081048900,467,122,0,122
"NYC",36081049200,700,187,0,187
"NYC",36081049301,74,7,0,7
"NYC",36081049302,402,90,0,90
"NYC",36081049500,232,55,0,55
"NYC",36081049600,384,121,0,121
"NYC",36081049700,99,11,0,11
"NYC",36081049900,282,63,0,63
"NYC",36081050000,442,138,0,138
"NYC",36081050201,91,46,0,46
"NYC",36081050202,83,46,0,46
"NYC",36081050400,119,42,0,42
"NYC",36081050500,105,31,0,31
"NYC",36081050600,104,34,0,34
"NYC",36081050700,380,103,0,103
"NYC",36081050800,126,72,0,72
"NYC",36081051000,282,114,2,116
"NYC",36081051100,473,141,0,141
"NYC",36081051200,304,97,1,98
"NYC",36081051300,89,8,0,8
"NYC",36081051500,120,25,0,25
"NYC",36081051600,195,76,0,76
"NYC",36081051700,549,120,0,120
"NYC",36081051800,135,52,0,52
"NYC",36081052000,111,50,0,50
"NYC",36081052100,286,67,0,67
"NYC",36081052200,128,47,0,47
"NYC",36081052400,132,45,0,45
"NYC",36081052500,244,44,0,44
"NYC",36081052600,148,54,0,54
"NYC",36081052800,188,55,0,55
"NYC",36081053000,156,66,0,66
"NYC",36081053100,574,80,0,80
"NYC",36081053200,229,95,0,95
"NYC",36081053401,323,123,1,124
"NYC",36081053500,468,81,1,82
"NYC",36081053601,86,23,0,23
"NYC",36081053800,74,16,0,16
"NYC",36081053900,652,123,1,124
"NYC",36081054000,622,225,0,225
"NYC",36081054200,508,179,0,179
"NYC",36081054500,147,48,0,48
"NYC",36081054700,201,58,0,58
"NYC",36081054800,221,68,0,68
"NYC",36081054900,337,93,1,94
"NYC",36081055100,364,100,0,100
"NYC",36081055200,1023,305,1,306
"NYC",36081055300,274,66,0,66
"NYC",36081055400,113,30,0,30
"NYC",36081055500,281,63,0,63
"NYC",36081055600,87,24,0,24
"NYC",36081055700,452,93,0,93
"NYC",36081055800,79,20,0,20
"NYC",36081055900,186,56,0,56
"NYC",36081056000,151,32,0,32
"NYC",36081056100,1061,364,1,365
"NYC",36081056200,41,15,0,15
"NYC",36081056400,154,43,0,43
"NYC",36081056500,145,22,0,22
"NYC",36081056600,231,64,1,65
"NYC",36081056700,254,53,1,54
"NYC",36081056800,1211,364,3,367
"NYC",36081057700,249,47,0,47
"NYC",36081057900,111,22,0,22
"NYC",36081058000,552,227,0,227
"NYC",36081058100,228,59,0,59
"NYC",36081058200,278,97,0,97
"NYC",36081058300,271,59,1,60
"NYC",36081058500,203,47,0,47
"NYC",36081058700,185,20,0,20
"NYC",36081058900,188,46,0,46
"NYC",36081059000,74,29,0,29
"NYC",36081059100,281,63,0,63
"NYC",36081059200,157,67,0,67
"NYC",36081059300,367,62,0,62
"NYC",36081059400,65,21,0,21
"NYC",36081059500,588,89,0,89
"NYC",36081059600,116,45,1,46
"NYC",36081059800,230,43,0,43
"NYC",36081059900,61,20,0,20
"NYC",36081060000,77,34,0,34
"NYC",36081060100,107,26,0,26
"NYC",36081060300,410,60,1,61
"NYC",36081060600,156,70,1,71
"NYC",36081060701,144,30,0,30
"NYC",36081060800,178,105,0,105
"NYC",36081061000,69,23,0,23
"NYC",36081061200,126,57,3,60
"NYC",36081061301,566,64,1,65
"NYC",36081061302,120,26,0,26
"NYC",36081061400,89,37,1,38
"NYC",36081061601,115,28,0,28
"NYC",36081061602,657,192,3,195
"NYC",36081061800,317,111,0,111
"NYC",36081061900,205,25,0,25
"NYC",36081062000,72,17,0,17
"NYC",36081062100,288,76,1,77
"NYC",36081062200,814,313,0,313
"NYC",36081062300,153,33,0,33
"NYC",36081062400,10,4,0,4
"NYC",36081062500,170,28,0,28
"NYC",36081062600,297,86,0,86
"NYC",36081062700,97,23,0,23
"NYC",36081062900,213,30,0,30
"NYC",36081063000,137,37,0,37
"NYC",36081063200,442,120,0,120
"NYC",36081063301,79,16,0,16
"NYC",36081063302,83,9,0,9
"NYC",36081063500,185,27,0,27
"NYC",36081063700,998,245,3,248
"NYC",36081063800,1114,425,0,425
"NYC",36081063900,537,195,0,195
"NYC",36081064101,28,0,0,0
"NYC",36081064102,1226,396,2,398
"NYC",36081064500,313,79,1,80
"NYC",36081064600,135,33,0,33
"NYC",36081065000,161,62,0,62
"NYC",36081065400,1396,485,2,487
"NYC",36081065501,350,79,0,79
"NYC",36081065600,465,165,0,165
"NYC",36081065702,131,35,0,35
"NYC",36081065703,262,48,2,50
"NYC",36081065900,115,20,0,20
"NYC",36081066000,174,63,0,63
"NYC",36081066100,54,9,0,9
"NYC",36081066300,174,51,0,51
"NYC",36081066400,764,236,2,238
"NYC",36081066501,181,35,0,35
"NYC",36081066701,201,47,0,47
"NYC",36081066900,64,8,0,8
"NYC",36081067100,166,50,0,50
"NYC",36081067700,88,17,0,17
"NYC",36081067900,507,155,0,155
"NYC",36081068000,1873,717,3,720
"NYC",36081068200,212,98,1,99
"NYC",36081068300,1516,259,0,259
"NYC",36081068700,861,173,1,174
"NYC",36081069000,180,69,0,69
"NYC",36081069300,499,67,1,68
"NYC",36081069400,230,83,0,83
"NYC",36081069500,243,49,0,49
"NYC",36081069701,138,18,0,18
"NYC",36081069702,287,89,1,90
"NYC",36081070300,161,26,0,26
"NYC",36081070700,117,22,0,22
"NYC",36081070900,161,38,1,39
"NYC",36081071100,672,128,0,128
"NYC",36081071303,194,44,0,44
"NYC",36081071304,242,45,0,45
"NYC",36081071305,247,42,0,42
"NYC",36081071306,283,48,0,48
"NYC",36081071600,636,262,3,265
"NYC",36081071701,409,81,0,81
"NYC",36081071702,1128,234,0,234
"NYC",36081071900,476,131,2,133
"NYC",36081072100,195,30,0,30
"NYC",36081072300,160,47,1,48
"NYC",36081072900,120,24,0,24
"NYC",36081073100,100,31,0,31
"NYC",36081073700,525,88,2,90
"NYC",36081073900,380,114,0,114
