"City","GEOID","Collisions","CasualtiesCount","TotalInjuries","TotalDeaths","PedeCasualtiesCount","PedeInjuries","PedeDeaths","CyclCasualtiesCount","CyclInjuries","CyclDeaths","MotrCasualtiesCount","MotrInjuries","MotrDeaths"
"DC","11001007304",508,164,163,1,15,15,0,4,4,0,145,144,1
"DC","11001007401",1236,444,443,1,23,23,0,5,5,0,416,415,1
"DC","11001007403",374,120,119,1,13,13,0,2,2,0,105,104,1
"DC","11001007404",599,232,232,0,11,11,0,0,0,0,221,221,0
"DC","11001007406",162,31,30,1,3,3,0,1,1,0,27,26,1
"DC","11001007407",397,78,77,1,5,5,0,2,2,0,71,70,1
"DC","11001007408",314,89,89,0,7,7,0,0,0,0,82,82,0
"DC","11001007409",413,98,98,0,16,16,0,0,0,0,82,82,0
"DC","11001007502",725,162,161,1,17,17,0,2,2,0,143,142,1
"DC","11001007503",533,116,116,0,14,14,0,3,3,0,99,99,0
"DC","11001007504",272,58,57,1,10,10,0,3,3,0,45,44,1
"DC","11001007601",1431,412,410,2,32,32,0,6,6,0,374,372,2
"DC","11001007603",662,231,230,1,5,5,0,2,2,0,224,223,1
"DC","11001007604",885,241,240,1,5,5,0,3,3,0,233,232,1
"DC","11001007605",342,83,83,0,9,9,0,1,1,0,73,73,0
"DC","11001007703",508,156,155,1,14,14,0,1,1,0,141,140,1
"DC","11001007707",572,182,182,0,9,9,0,0,0,0,173,173,0
"DC","11001007708",518,160,158,2,9,8,1,0,0,0,151,150,1
"DC","11001007709",878,290,285,5,7,7,0,2,1,1,281,277,4
"DC","11001007803",1035,308,306,2,45,45,0,5,5,0,258,256,2
"DC","11001007804",459,147,147,0,7,7,0,5,5,0,135,135,0
"DC","11001007806",433,141,140,1,10,9,1,2,2,0,129,129,0
"DC","11001007807",338,105,104,1,6,6,0,0,0,0,99,98,1
"DC","11001007808",473,118,118,0,9,9,0,0,0,0,109,109,0
"DC","11001007809",403,105,104,1,4,4,0,1,1,0,100,99,1
"DC","11001007901",560,132,131,1,15,15,0,8,8,0,109,108,1
"DC","11001007903",380,107,107,0,11,11,0,5,5,0,91,91,0
"DC","11001008001",194,50,50,0,3,3,0,3,3,0,44,44,0
"DC","11001008002",353,96,96,0,1,1,0,4,4,0,91,91,0
"DC","11001008100",301,87,87,0,4,4,0,2,2,0,81,81,0
"DC","11001008200",284,71,71,0,1,1,0,10,10,0,60,60,0
"DC","11001008301",236,60,60,0,8,8,0,1,1,0,51,51,0
"DC","11001008302",270,104,104,0,11,11,0,2,2,0,91,91,0
"DC","11001008402",508,130,130,0,13,13,0,5,5,0,112,112,0
"DC","11001008410",622,162,158,4,23,22,1,7,7,0,132,129,3
"DC","11001008701",431,126,126,0,6,6,0,9,9,0,111,111,0
"DC","11001008702",599,179,176,3,13,13,0,9,9,0,157,154,3
"DC","11001008802",442,96,96,0,7,7,0,8,8,0,81,81,0
"DC","11001008803",1216,347,346,1,22,21,1,9,9,0,316,316,0
"DC","11001008804",468,119,118,1,10,10,0,5,5,0,104,103,1
"DC","11001008903",464,136,136,0,13,13,0,7,7,0,116,116,0
"DC","11001008904",507,104,103,1,7,7,0,0,0,0,97,96,1
"DC","11001009000",410,134,134,0,10,10,0,1,1,0,123,123,0
"DC","11001009102",1449,421,421,0,37,37,0,3,3,0,381,381,0
"DC","11001009201",384,144,143,1,14,14,0,6,6,0,124,123,1
"DC","11001009203",436,153,152,1,4,4,0,6,6,0,143,142,1
"DC","11001009204",322,84,84,0,8,8,0,1,1,0,75,75,0
"DC","11001009301",556,193,192,1,14,14,0,16,16,0,163,162,1
"DC","11001009302",427,142,142,0,4,4,0,1,1,0,137,137,0
"DC","11001009400",583,215,214,1,8,8,0,5,5,0,202,201,1
"DC","11001009501",658,220,220,0,7,7,0,4,4,0,209,209,0
"DC","11001009503",458,184,182,2,4,4,0,4,4,0,176,174,2
"DC","11001009504",485,177,176,1,7,7,0,3,3,0,167,166,1
"DC","11001009505",875,320,318,2,17,17,0,5,5,0,298,296,2
"DC","11001009507",123,36,36,0,3,3,0,1,1,0,32,32,0
"DC","11001009508",493,171,169,2,14,14,0,2,2,0,155,153,2
"DC","11001009509",190,68,68,0,2,2,0,1,1,0,65,65,0
"DC","11001009601",776,250,247,3,12,12,0,2,2,0,236,233,3
"DC","11001009602",489,146,144,2,9,8,1,2,2,0,135,134,1
"DC","11001009603",1034,301,299,2,25,25,0,6,6,0,270,268,2
"DC","11001009604",599,196,195,1,4,4,0,2,2,0,190,189,1
"DC","11001009700",398,112,112,0,17,17,0,1,1,0,94,94,0
"DC","11001009801",200,65,64,1,6,6,0,0,0,0,59,58,1
"DC","11001009802",130,25,25,0,2,2,0,1,1,0,22,22,0
"DC","11001009803",358,115,115,0,10,10,0,1,1,0,104,104,0
"DC","11001009804",260,63,62,1,5,5,0,3,2,1,55,55,0
"DC","11001009807",479,144,143,1,12,12,0,2,2,0,130,129,1
"DC","11001009810",361,120,119,1,13,12,1,1,1,0,106,106,0
"DC","11001009811",533,163,163,0,13,13,0,3,3,0,147,147,0
"DC","11001009901",438,162,162,0,3,3,0,1,1,0,158,158,0
"DC","11001009902",542,188,188,0,6,6,0,1,1,0,181,181,0
"DC","11001009903",345,130,130,0,11,11,0,0,0,0,119,119,0
"DC","11001009904",255,88,88,0,10,10,0,2,2,0,76,76,0
"DC","11001009905",262,77,77,0,3,3,0,1,1,0,73,73,0
"DC","11001009906",378,112,111,1,12,11,1,0,0,0,100,100,0
"DC","11001009907",200,58,58,0,5,5,0,0,0,0,53,53,0
"DC","11001010100",2509,512,509,3,67,65,2,53,53,0,392,391,1
"DC","11001010200",1603,433,431,2,28,28,0,13,13,0,392,390,2
"DC","11001010300",405,134,134,0,9,9,0,2,2,0,123,123,0
"DC","11001010400",1185,371,370,1,25,25,0,5,5,0,341,340,1
"DC","11001010500",1012,259,258,1,11,11,0,5,5,0,243,242,1
"DC","11001010600",2670,613,612,1,50,50,0,44,44,0,519,518,1
"DC","11001010700",3710,728,724,4,129,127,2,54,54,0,545,543,2
"DC","11001010800",1234,296,296,0,63,63,0,14,14,0,219,219,0
"DC","11001010900",440,105,105,0,6,6,0,0,0,0,99,99,0
"DC","11001011000",189,71,71,0,5,5,0,3,3,0,63,63,0
"DC","11001011100",2783,787,785,2,32,32,0,11,11,0,744,742,2
"LA","6037101110",46,5,5,0,4,4,0,1,1,0,0,0,0
"LA","6037101122",15,1,1,0,0,0,0,0,0,0,1,1,0
"LA","6037101210",157,25,24,1,14,14,0,4,4,0,7,6,1
"LA","6037101220",44,4,4,0,2,2,0,0,0,0,2,2,0
"LA","6037101300",89,9,8,1,4,4,0,2,2,0,3,2,1
"LA","6037101400",235,28,28,0,9,9,0,6,6,0,13,13,0
"LA","6037102103",36,5,5,0,1,1,0,2,2,0,2,2,0
"LA","6037102104",105,10,10,0,1,1,0,5,5,0,4,4,0
"LA","6037102105",34,4,3,1,0,0,0,0,0,0,4,3,1
"LA","6037102107",184,13,11,2,2,2,0,5,5,0,6,4,2
"LA","6037103101",37,6,6,0,5,5,0,0,0,0,1,1,0
"LA","6037103102",97,14,14,0,8,8,0,4,4,0,2,2,0
"LA","6037103200",143,20,19,1,7,7,0,3,2,1,10,10,0
"LA","6037103300",103,10,9,1,7,6,1,0,0,0,3,3,0
"LA","6037103400",191,40,36,4,17,15,2,8,7,1,15,14,1
"LA","6037104103",28,6,6,0,4,4,0,1,1,0,1,1,0
"LA","6037104105",70,16,15,1,8,8,0,4,3,1,4,4,0
"LA","6037104108",126,15,12,3,7,6,1,5,5,0,3,1,2
"LA","6037104124",51,4,4,0,1,1,0,1,1,0,2,2,0
"LA","6037104201",116,17,17,0,7,7,0,8,8,0,2,2,0
"LA","6037104203",78,13,13,0,9,9,0,2,2,0,2,2,0
"LA","6037104204",51,4,4,0,3,3,0,0,0,0,1,1,0
"LA","6037104310",176,20,18,2,10,9,1,7,6,1,3,3,0
"LA","6037104320",326,65,65,0,32,32,0,23,23,0,10,10,0
"LA","6037104401",118,19,19,0,10,10,0,5,5,0,4,4,0
"LA","6037104403",203,25,24,1,11,10,1,8,8,0,6,6,0
"LA","6037104404",71,12,12,0,5,5,0,5,5,0,2,2,0
"LA","6037104500",71,13,13,0,5,5,0,8,8,0,0,0,0
"LA","6037104610",99,15,14,1,3,3,0,9,8,1,3,3,0
"LA","6037104620",60,10,8,2,7,6,1,2,1,1,1,1,0
"LA","6037104701",125,29,29,0,16,16,0,9,9,0,4,4,0
"LA","6037104703",33,4,3,1,2,2,0,0,0,0,2,1,1
"LA","6037104704",106,13,12,1,4,3,1,4,4,0,5,5,0
"LA","6037104810",133,17,16,1,5,5,0,9,9,0,3,2,1
"LA","6037104821",46,4,4,0,3,3,0,0,0,0,1,1,0
"LA","6037104822",200,27,27,0,13,13,0,10,10,0,4,4,0
"LA","6037106010",47,5,4,1,2,2,0,0,0,0,3,2,1
"LA","6037106020",75,7,7,0,3,3,0,4,4,0,0,0,0
"LA","6037106111",39,7,7,0,3,3,0,0,0,0,4,4,0
"LA","6037106112",138,15,14,1,7,7,0,3,3,0,5,4,1
"LA","6037106113",106,17,17,0,9,9,0,3,3,0,5,5,0
"LA","6037106114",228,36,36,0,25,25,0,6,6,0,5,5,0
"LA","6037106403",177,33,32,1,19,18,1,7,7,0,7,7,0
"LA","6037106405",118,16,15,1,13,12,1,1,1,0,2,2,0
"LA","6037106406",111,14,13,1,9,8,1,1,1,0,4,4,0
"LA","6037106407",48,9,8,1,5,4,1,2,2,0,2,2,0
"LA","6037106408",41,9,9,0,6,6,0,1,1,0,2,2,0
"LA","6037106510",139,14,12,2,3,2,1,0,0,0,11,10,1
"LA","6037106520",112,13,12,1,9,8,1,2,2,0,2,2,0
"LA","6037106603",104,10,10,0,6,6,0,0,0,0,4,4,0
"LA","6037106604",166,8,8,0,3,3,0,2,2,0,3,3,0
"LA","6037106641",44,1,1,0,0,0,0,0,0,0,1,1,0
"LA","6037106642",174,17,17,0,5,5,0,2,2,0,10,10,0
"LA","6037106643",100,14,14,0,1,1,0,6,6,0,7,7,0
"LA","6037106645",24,3,2,1,1,0,1,0,0,0,2,2,0
"LA","6037106646",92,8,8,0,3,3,0,2,2,0,3,3,0
"LA","6037106648",76,14,13,1,9,8,1,5,5,0,0,0,0
"LA","6037106649",110,9,9,0,5,5,0,3,3,0,1,1,0
"LA","6037107010",105,24,23,1,12,11,1,7,7,0,5,5,0
"LA","6037107020",70,12,12,0,4,4,0,4,4,0,4,4,0
"LA","6037108101",78,4,3,1,1,0,1,1,1,0,2,2,0
"LA","6037108102",81,6,6,0,2,2,0,2,2,0,2,2,0
"LA","6037108103",36,2,2,0,0,0,0,2,2,0,0,0,0
"LA","6037108104",17,0,0,0,0,0,0,0,0,0,0,0,0
"LA","6037108201",43,3,3,0,1,1,0,0,0,0,2,2,0
"LA","6037108202",78,7,7,0,3,3,0,3,3,0,1,1,0
"LA","6037109100",250,29,28,1,10,10,0,12,11,1,7,7,0
"LA","6037109200",70,4,4,0,1,1,0,1,1,0,2,2,0
"LA","6037109300",76,11,10,1,9,9,0,2,1,1,0,0,0
"LA","6037109400",57,8,8,0,2,2,0,4,4,0,2,2,0
"LA","6037109500",200,27,26,1,14,13,1,9,9,0,4,4,0
"LA","6037109601",116,9,9,0,3,3,0,3,3,0,3,3,0
"LA","6037109603",107,17,17,0,5,5,0,7,7,0,5,5,0
"LA","6037109604",159,22,22,0,6,6,0,8,8,0,8,8,0
"LA","6037109700",191,25,25,0,10,10,0,11,11,0,4,4,0
"LA","6037109800",110,14,13,1,3,2,1,6,6,0,5,5,0
"LA","6037111100",35,4,4,0,1,1,0,2,2,0,1,1,0
"LA","6037111201",165,21,21,0,5,5,0,6,6,0,10,10,0
"LA","6037111202",190,25,25,0,13,13,0,7,7,0,5,5,0
"LA","6037111204",225,22,22,0,6,6,0,5,5,0,11,11,0
"LA","6037111205",189,19,19,0,4,4,0,10,10,0,5,5,0
"LA","6037111206",168,12,11,1,0,0,0,4,4,0,8,7,1
"LA","6037111301",270,48,48,0,32,32,0,9,9,0,7,7,0
"LA","6037111302",104,17,17,0,9,9,0,5,5,0,3,3,0
"LA","6037111400",134,18,17,1,11,10,1,4,4,0,3,3,0
"LA","6037113101",177,27,27,0,9,9,0,5,5,0,13,13,0
"LA","6037113102",65,4,4,0,0,0,0,2,2,0,2,2,0
"LA","6037113211",121,10,10,0,1,1,0,2,2,0,7,7,0
"LA","6037113212",76,16,16,0,8,8,0,3,3,0,5,5,0
"LA","6037113213",175,18,18,0,8,8,0,6,6,0,4,4,0
"LA","6037113231",61,5,3,2,3,1,2,0,0,0,2,2,0
"LA","6037113232",218,29,28,1,13,12,1,7,7,0,9,9,0
"LA","6037113233",196,31,29,2,20,20,0,3,3,0,8,6,2
"LA","6037113234",100,15,15,0,5,5,0,3,3,0,7,7,0
"LA","6037113237",228,36,32,4,11,9,2,5,4,1,20,19,1
"LA","6037113301",475,51,51,0,18,18,0,16,16,0,17,17,0
"LA","6037113303",395,53,52,1,22,22,0,21,20,1,10,10,0
"LA","6037113321",153,23,23,0,11,11,0,6,6,0,6,6,0
"LA","6037113322",106,16,14,2,7,7,0,4,4,0,5,3,2
"LA","6037113401",441,48,46,2,25,23,2,15,15,0,8,8,0
"LA","6037113421",358,43,43,0,8,8,0,13,13,0,22,22,0
"LA","6037113422",335,46,46,0,23,23,0,11,11,0,12,12,0
"LA","6037115101",350,30,30,0,6,6,0,14,14,0,10,10,0
"LA","6037115103",185,48,48,0,28,28,0,12,12,0,8,8,0
"LA","6037115104",92,8,8,0,5,5,0,2,2,0,1,1,0
"LA","6037115201",190,34,34,0,10,10,0,12,12,0,12,12,0
"LA","6037115202",369,65,65,0,23,23,0,20,20,0,22,22,0
"LA","6037115301",95,15,14,1,6,6,0,4,4,0,5,4,1
"LA","6037115302",82,21,20,1,15,14,1,4,4,0,2,2,0
"LA","6037115401",244,33,32,1,13,13,0,5,5,0,15,14,1
"LA","6037115403",147,16,16,0,7,7,0,3,3,0,6,6,0
"LA","6037115404",193,45,44,1,18,18,0,16,16,0,11,10,1
"LA","6037117101",51,5,5,0,3,3,0,2,2,0,0,0,0
"LA","6037117102",55,5,5,0,2,2,0,1,1,0,2,2,0
"LA","6037117201",238,38,38,0,19,19,0,10,10,0,9,9,0
"LA","6037117202",71,11,11,0,7,7,0,2,2,0,2,2,0
"LA","6037117301",84,11,11,0,1,1,0,9,9,0,1,1,0
"LA","6037117302",138,15,14,1,4,4,0,6,5,1,5,5,0
"LA","6037117303",329,36,36,0,14,14,0,8,8,0,14,14,0
"LA","6037117404",250,30,28,2,17,15,2,7,7,0,6,6,0
"LA","6037117405",189,45,44,1,27,26,1,11,11,0,7,7,0
"LA","6037117407",66,18,15,3,15,12,3,3,3,0,0,0,0
"LA","6037117408",175,34,32,2,24,22,2,8,8,0,2,2,0
"LA","6037117510",100,20,19,1,8,8,0,4,4,0,8,7,1
"LA","6037117520",122,27,27,0,20,20,0,6,6,0,1,1,0
"LA","6037117530",67,12,12,0,7,7,0,5,5,0,0,0,0
"LA","6037119001",42,4,4,0,2,2,0,2,2,0,0,0,0
"LA","6037119002",243,24,23,1,14,13,1,5,5,0,5,5,0
"LA","6037119201",91,12,12,0,4,4,0,3,3,0,5,5,0
"LA","6037119202",176,32,27,5,18,15,3,5,4,1,9,8,1
"LA","6037119310",198,32,32,0,13,13,0,15,15,0,4,4,0
"LA","6037119320",65,15,15,0,8,8,0,4,4,0,3,3,0
"LA","6037119340",116,22,22,0,10,10,0,8,8,0,4,4,0
"LA","6037119341",92,13,13,0,3,3,0,5,5,0,5,5,0
"LA","6037119342",25,3,3,0,1,1,0,1,1,0,1,1,0
"LA","6037119400",93,6,6,0,4,4,0,1,1,0,1,1,0
"LA","6037119700",68,11,11,0,4,4,0,4,4,0,3,3,0
"LA","6037119800",112,15,15,0,5,5,0,7,7,0,3,3,0
"LA","6037119900",148,20,19,1,11,10,1,6,6,0,3,3,0
"LA","6037120010",162,28,27,1,16,16,0,8,7,1,4,4,0
"LA","6037120020",298,47,46,1,31,30,1,12,12,0,4,4,0
"LA","6037120030",150,27,27,0,12,12,0,10,10,0,5,5,0
"LA","6037120103",72,16,16,0,10,10,0,6,6,0,0,0,0
"LA","6037120104",136,37,37,0,24,24,0,11,11,0,2,2,0
"LA","6037120105",102,21,19,2,7,5,2,9,9,0,5,5,0
"LA","6037120106",37,5,5,0,2,2,0,2,2,0,1,1,0
"LA","6037120107",13,4,4,0,3,3,0,1,1,0,0,0,0
"LA","6037120108",138,31,31,0,15,15,0,9,9,0,7,7,0
"LA","6037120300",275,40,39,1,19,18,1,13,13,0,8,8,0
"LA","6037120400",412,54,52,2,21,20,1,18,17,1,15,15,0
"LA","6037121010",304,50,49,1,31,30,1,10,10,0,9,9,0
"LA","6037121020",168,19,19,0,9,9,0,8,8,0,2,2,0
"LA","6037121101",96,18,16,2,14,13,1,2,2,0,2,1,1
"LA","6037121102",377,47,43,4,22,18,4,12,12,0,13,13,0
"LA","6037121210",154,16,16,0,6,6,0,6,6,0,4,4,0
"LA","6037121221",28,4,4,0,2,2,0,1,1,0,1,1,0
"LA","6037121222",139,18,17,1,5,5,0,8,8,0,5,4,1
"LA","6037121600",61,6,6,0,3,3,0,2,2,0,1,1,0
"LA","6037121801",82,14,13,1,8,8,0,5,5,0,1,0,1
"LA","6037121802",189,39,36,3,24,21,3,8,8,0,7,7,0
"LA","6037121900",113,8,7,1,5,5,0,1,1,0,2,1,1
"LA","6037122000",502,54,52,2,22,21,1,23,22,1,9,9,0
"LA","6037122120",56,8,8,0,4,4,0,3,3,0,1,1,0
"LA","6037122121",42,8,8,0,1,1,0,4,4,0,3,3,0
"LA","6037122122",163,31,31,0,18,18,0,7,7,0,6,6,0
"LA","6037122200",74,7,7,0,4,4,0,2,2,0,1,1,0
"LA","6037122410",134,19,18,1,10,9,1,6,6,0,3,3,0
"LA","6037122420",135,24,21,3,17,15,2,4,4,0,3,2,1
"LA","6037123010",121,24,24,0,13,13,0,9,9,0,2,2,0
"LA","6037123020",37,8,7,1,4,3,1,3,3,0,1,1,0
"LA","6037123103",92,15,15,0,6,6,0,5,5,0,4,4,0
"LA","6037123104",115,18,16,2,7,5,2,6,6,0,5,5,0
"LA","6037123203",155,32,29,3,19,16,3,8,8,0,5,5,0
"LA","6037123204",76,12,12,0,8,8,0,4,4,0,0,0,0
"LA","6037123205",94,13,12,1,6,5,1,3,3,0,4,4,0
"LA","6037123206",105,14,14,0,4,4,0,9,9,0,1,1,0
"LA","6037123301",291,37,37,0,16,16,0,14,14,0,7,7,0
"LA","6037123303",180,33,32,1,22,21,1,5,5,0,6,6,0
"LA","6037123304",292,34,33,1,11,10,1,15,15,0,8,8,0
"LA","6037123410",130,26,26,0,10,10,0,11,11,0,5,5,0
"LA","6037123420",310,42,39,3,16,15,1,14,13,1,12,11,1
"LA","6037123510",224,21,21,0,11,11,0,3,3,0,7,7,0
"LA","6037123520",136,19,19,0,15,15,0,3,3,0,1,1,0
"LA","6037123601",269,24,23,1,6,5,1,12,12,0,6,6,0
"LA","6037123602",207,21,20,1,13,12,1,5,5,0,3,3,0
"LA","6037123700",256,22,21,1,11,11,0,4,3,1,7,7,0
"LA","6037123800",211,24,24,0,10,10,0,9,9,0,5,5,0
"LA","6037123901",421,65,64,1,27,26,1,23,23,0,15,15,0
"LA","6037123902",95,4,4,0,4,4,0,0,0,0,0,0,0
"LA","6037124000",264,44,44,0,20,20,0,11,11,0,13,13,0
"LA","6037124102",189,44,43,1,21,20,1,15,15,0,8,8,0
"LA","6037124103",44,5,5,0,2,2,0,2,2,0,1,1,0
"LA","6037124104",106,20,19,1,6,6,0,9,8,1,5,5,0
"LA","6037124105",122,24,24,0,6,6,0,13,13,0,5,5,0
"LA","6037124201",170,43,43,0,21,21,0,18,18,0,4,4,0
"LA","6037124203",47,4,4,0,1,1,0,2,2,0,1,1,0
"LA","6037124204",142,32,32,0,21,21,0,9,9,0,2,2,0
"LA","6037124300",120,14,14,0,4,4,0,3,3,0,7,7,0
"LA","6037124400",161,18,17,1,8,7,1,5,5,0,5,5,0
"LA","6037124500",98,16,16,0,7,7,0,7,7,0,2,2,0
"LA","6037124600",104,10,10,0,2,2,0,4,4,0,4,4,0
"LA","6037124700",219,32,32,0,15,15,0,8,8,0,9,9,0
"LA","6037124902",92,24,24,0,13,13,0,8,8,0,3,3,0
"LA","6037124903",32,9,9,0,4,4,0,3,3,0,2,2,0
"LA","6037125100",195,29,29,0,14,14,0,10,10,0,5,5,0
"LA","6037125200",202,30,30,0,12,12,0,10,10,0,8,8,0
"LA","6037125310",138,32,31,1,17,16,1,7,7,0,8,8,0
"LA","6037125320",283,75,74,1,34,34,0,22,22,0,19,18,1
"LA","6037125401",86,26,25,1,9,9,0,10,10,0,7,6,1
"LA","6037125402",201,33,33,0,14,14,0,12,12,0,7,7,0
"LA","6037125501",84,15,15,0,8,8,0,4,4,0,3,3,0
"LA","6037125502",83,13,13,0,6,6,0,1,1,0,6,6,0
"LA","6037125600",44,7,7,0,1,1,0,4,4,0,2,2,0
"LA","6037127102",95,6,6,0,2,2,0,3,3,0,1,1,0
"LA","6037127103",18,1,1,0,0,0,0,1,1,0,0,0,0
"LA","6037127104",150,21,19,2,15,14,1,5,5,0,1,0,1
"LA","6037127210",393,53,53,0,27,27,0,16,16,0,10,10,0
"LA","6037127220",229,44,42,2,21,19,2,19,19,0,4,4,0
"LA","6037127300",328,46,46,0,28,28,0,12,12,0,6,6,0
"LA","6037127400",476,66,65,1,26,25,1,21,21,0,19,19,0
"LA","6037127520",282,35,34,1,14,13,1,13,13,0,8,8,0
"LA","6037127603",78,14,14,0,3,3,0,9,9,0,2,2,0
"LA","6037127604",26,5,5,0,1,1,0,2,2,0,2,2,0
"LA","6037127605",121,18,18,0,7,7,0,8,8,0,3,3,0
"LA","6037127606",96,10,10,0,5,5,0,4,4,0,1,1,0
"LA","6037127711",182,24,22,2,12,10,2,8,8,0,4,4,0
"LA","6037127712",95,11,10,1,5,4,1,4,4,0,2,2,0
"LA","6037127803",140,32,31,1,21,20,1,8,8,0,3,3,0
"LA","6037127804",90,13,12,1,11,10,1,1,1,0,1,1,0
"LA","6037127805",355,46,45,1,25,24,1,15,15,0,6,6,0
"LA","6037127806",187,39,39,0,23,23,0,14,14,0,2,2,0
"LA","6037127910",217,25,25,0,15,15,0,6,6,0,4,4,0
"LA","6037127920",242,42,41,1,24,23,1,9,9,0,9,9,0
"LA","6037128101",161,13,13,0,5,5,0,5,5,0,3,3,0
"LA","6037128102",187,28,27,1,21,20,1,4,4,0,3,3,0
"LA","6037128210",163,30,30,0,10,10,0,11,11,0,9,9,0
"LA","6037128220",127,19,19,0,2,2,0,11,11,0,6,6,0
"LA","6037128302",365,38,37,1,19,18,1,11,11,0,8,8,0
"LA","6037128303",249,61,61,0,33,33,0,19,19,0,9,9,0
"LA","6037128400",346,53,52,1,15,14,1,29,29,0,9,9,0
"LA","6037128500",172,22,21,1,10,9,1,6,6,0,6,6,0
"LA","6037128601",173,24,24,0,15,15,0,4,4,0,5,5,0
"LA","6037128602",165,13,12,1,4,3,1,7,7,0,2,2,0
"LA","6037128702",225,26,25,1,14,13,1,8,8,0,4,4,0
"LA","6037128801",189,15,15,0,2,2,0,8,8,0,5,5,0
"LA","6037128802",250,38,37,1,18,17,1,6,6,0,14,14,0
"LA","6037128910",235,26,25,1,11,10,1,4,4,0,11,11,0
"LA","6037131010",239,46,44,2,23,22,1,15,15,0,8,7,1
"LA","6037131020",458,76,75,1,25,25,0,34,34,0,17,16,1
"LA","6037131100",142,12,12,0,4,4,0,3,3,0,5,5,0
"LA","6037131200",60,5,5,0,3,3,0,2,2,0,0,0,0
"LA","6037131300",122,20,17,3,7,5,2,9,9,0,4,3,1
"LA","6037131400",177,18,16,2,8,7,1,3,3,0,7,6,1
"LA","6037131600",188,15,15,0,4,4,0,7,7,0,4,4,0
"LA","6037131701",191,17,17,0,5,5,0,4,4,0,8,8,0
"LA","6037131702",164,14,14,0,5,5,0,6,6,0,3,3,0
"LA","6037131800",516,81,76,5,35,32,3,23,23,0,23,21,2
"LA","6037131900",296,30,29,1,16,15,1,6,6,0,8,8,0
"LA","6037132001",64,9,9,0,4,4,0,1,1,0,4,4,0
"LA","6037132002",116,15,15,0,5,5,0,5,5,0,5,5,0
"LA","6037132101",162,26,25,1,10,9,1,11,11,0,5,5,0
"LA","6037132102",179,23,22,1,4,4,0,14,13,1,5,5,0
"LA","6037132300",126,19,19,0,10,10,0,6,6,0,3,3,0
"LA","6037132501",40,3,3,0,1,1,0,2,2,0,0,0,0
"LA","6037132502",60,3,3,0,1,1,0,2,2,0,0,0,0
"LA","6037132700",315,35,35,0,11,11,0,13,13,0,11,11,0
"LA","6037132900",69,11,11,0,4,4,0,3,3,0,4,4,0
"LA","6037133000",172,24,21,3,11,10,1,3,3,0,10,8,2
"LA","6037133100",271,39,38,1,17,17,0,15,14,1,7,7,0
"LA","6037134001",223,39,37,2,18,18,0,11,11,0,10,8,2
"LA","6037134002",85,17,16,1,6,6,0,9,8,1,2,2,0
"LA","6037134101",112,17,16,1,5,5,0,8,8,0,4,3,1
"LA","6037134103",147,21,20,1,6,5,1,7,7,0,8,8,0
"LA","6037134104",68,14,14,0,7,7,0,2,2,0,5,5,0
"LA","6037134201",177,22,20,2,12,12,0,3,2,1,7,6,1
"LA","6037134302",90,8,7,1,4,3,1,3,3,0,1,1,0
"LA","6037134303",288,44,43,1,20,19,1,12,12,0,12,12,0
"LA","6037134304",145,36,36,0,19,19,0,8,8,0,9,9,0
"LA","6037134305",44,11,10,1,6,5,1,4,4,0,1,1,0
"LA","6037134306",44,8,8,0,7,7,0,1,1,0,0,0,0
"LA","6037134421",26,4,3,1,4,3,1,0,0,0,0,0,0
"LA","6037134422",150,13,13,0,7,7,0,5,5,0,1,1,0
"LA","6037134423",29,4,4,0,1,1,0,1,1,0,2,2,0
"LA","6037134424",38,6,5,1,0,0,0,2,2,0,4,3,1
"LA","6037134520",258,43,43,0,18,18,0,17,17,0,8,8,0
"LA","6037134521",110,19,19,0,10,10,0,4,4,0,5,5,0
"LA","6037134522",203,37,37,0,19,19,0,15,15,0,3,3,0
"LA","6037134710",206,35,34,1,10,10,0,15,15,0,10,9,1
"LA","6037134720",323,51,49,2,20,19,1,19,19,0,12,11,1
"LA","6037134800",229,33,29,4,13,10,3,13,13,0,7,6,1
"LA","6037134901",196,23,23,0,10,10,0,6,6,0,7,7,0
"LA","6037134903",203,26,25,1,14,14,0,6,6,0,6,5,1
"LA","6037134904",162,23,21,2,10,9,1,10,9,1,3,3,0
"LA","6037134905",204,23,21,2,7,7,0,5,5,0,11,9,2
"LA","6037135102",184,22,22,0,10,10,0,7,7,0,5,5,0
"LA","6037135111",169,29,28,1,13,13,0,8,8,0,8,7,1
"LA","6037135113",128,24,24,0,17,17,0,5,5,0,2,2,0
"LA","6037135114",256,37,36,1,14,13,1,11,11,0,12,12,0
"LA","6037135201",197,38,38,0,13,13,0,14,14,0,11,11,0
"LA","6037135202",64,7,7,0,3,3,0,1,1,0,3,3,0
"LA","6037135203",195,25,25,0,9,9,0,7,7,0,9,9,0
"LA","6037137000",219,20,20,0,9,9,0,8,8,0,3,3,0
"LA","6037137103",123,12,12,0,5,5,0,5,5,0,2,2,0
"LA","6037137104",170,23,21,2,7,7,0,9,9,0,7,5,2
"LA","6037137201",253,39,37,2,20,18,2,12,12,0,7,7,0
"LA","6037137301",23,3,3,0,2,2,0,0,0,0,1,1,0
"LA","6037137302",81,8,7,1,2,2,0,4,4,0,2,1,1
"LA","6037137401",289,34,33,1,8,8,0,7,7,0,19,18,1
"LA","6037137402",108,12,12,0,4,4,0,4,4,0,4,4,0
